project_id,service,sku_description,usage_start_time,usage_end_time,usage_amount,cost
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-06,2025-06-06,23.79,32.7
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-06,2025-06-06,2.45,0.88
project-beta,Compute Engine,e2-standard-2,2025-06-06,2025-06-06,48.26,17.18
project-beta,Cloud Storage,Egress,2025-06-06,2025-06-06,16.52,30.89
project-beta,BigQuery,Active Storage,2025-06-06,2025-06-06,46.84,10.82
project-beta,Cloud SQL,db-f1-micro,2025-06-06,2025-06-06,36.22,51.91
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-06,2025-06-06,27.16,11.88
project-alpha,Compute Engine,n2-standard-4,2025-06-07,2025-06-07,3.48,5.15
project-alpha,Cloud Storage,Nearline Storage,2025-06-07,2025-06-07,1.8,1.81
project-alpha,BigQuery,Active Storage,2025-06-07,2025-06-07,14.14,5.4
project-alpha,Cloud SQL,db-f1-micro,2025-06-07,2025-06-07,48.75,35.3
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-07,2025-06-07,40.8,54.58
project-beta,Compute Engine,n2-highmem-8,2025-06-07,2025-06-07,13.22,16.63
project-beta,Cloud Storage,Standard Storage,2025-06-07,2025-06-07,46.91,89.97
project-beta,BigQuery,Active Storage,2025-06-07,2025-06-07,38.25,11.71
project-beta,Cloud SQL,db-f1-micro,2025-06-07,2025-06-07,39.85,10.97
project-beta,Kubernetes Engine,GKE Nodes,2025-06-07,2025-06-07,46.4,6.37
project-alpha,Compute Engine,e2-standard-2,2025-06-08,2025-06-08,33.8,27.49
project-alpha,Cloud Storage,Standard Storage,2025-06-08,2025-06-08,35.1,33.12
project-alpha,BigQuery,Active Storage,2025-06-08,2025-06-08,28.12,24.25
project-alpha,Cloud SQL,db-f1-micro,2025-06-08,2025-06-08,19.12,22.2
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-08,2025-06-08,4.11,6.89
project-beta,Compute Engine,n2-highmem-8,2025-06-08,2025-06-08,17.96,10.18
project-beta,Cloud Storage,Standard Storage,2025-06-08,2025-06-08,38.48,42.64
project-beta,BigQuery,Query Processing,2025-06-08,2025-06-08,38.8,31.31
project-beta,Cloud SQL,db-f1-micro,2025-06-08,2025-06-08,31.18,23.04
project-beta,Kubernetes Engine,GKE Nodes,2025-06-08,2025-06-08,17.42,22.0
project-alpha,Compute Engine,n2-highmem-8,2025-06-09,2025-06-09,16.7,5.11
project-alpha,Cloud Storage,Nearline Storage,2025-06-09,2025-06-09,45.43,34.54
project-alpha,BigQuery,Query Processing,2025-06-09,2025-06-09,24.46,47.01
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-09,2025-06-09,34.25,57.26
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-09,2025-06-09,27.69,42.64
project-beta,Compute Engine,n2-highmem-8,2025-06-09,2025-06-09,8.48,6.97
project-beta,Cloud Storage,Egress,2025-06-09,2025-06-09,17.93,12.8
project-beta,BigQuery,Active Storage,2025-06-09,2025-06-09,18.45,22.65
project-beta,Cloud SQL,db-n1-standard-2,2025-06-09,2025-06-09,41.31,79.02
project-beta,Kubernetes Engine,GKE Nodes,2025-06-09,2025-06-09,18.41,12.72
project-alpha,Compute Engine,e2-standard-2,2025-06-10,2025-06-10,40.15,7.43
project-alpha,Cloud Storage,Egress,2025-06-10,2025-06-10,37.27,68.5
project-alpha,BigQuery,Query Processing,2025-06-10,2025-06-10,36.42,60.52
project-alpha,Cloud SQL,db-f1-micro,2025-06-10,2025-06-10,15.27,18.96
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-10,2025-06-10,30.36,41.91
project-beta,Compute Engine,n2-highmem-8,2025-06-10,2025-06-10,5.26,5.57
project-beta,Cloud Storage,Egress,2025-06-10,2025-06-10,12.4,21.61
project-beta,BigQuery,Query Processing,2025-06-10,2025-06-10,27.97,12.92
project-beta,Cloud SQL,db-f1-micro,2025-06-10,2025-06-10,42.19,15.96
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-10,2025-06-10,3.67,4.15
project-alpha,Compute Engine,n2-standard-4,2025-06-11,2025-06-11,4.69,2.88
project-alpha,Cloud Storage,Egress,2025-06-11,2025-06-11,37.49,21.18
project-alpha,BigQuery,Query Processing,2025-06-11,2025-06-11,41.26,39.94
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-11,2025-06-11,16.78,15.63
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-11,2025-06-11,22.18,18.8
project-beta,Compute Engine,e2-standard-2,2025-06-11,2025-06-11,27.57,17.58
project-beta,Cloud Storage,Nearline Storage,2025-06-11,2025-06-11,45.68,88.77
project-beta,BigQuery,Query Processing,2025-06-11,2025-06-11,28.62,39.82
project-beta,Cloud SQL,db-f1-micro,2025-06-11,2025-06-11,8.93,2.96
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-11,2025-06-11,28.67,55.68
project-alpha,Compute Engine,e2-standard-2,2025-06-12,2025-06-12,33.33,23.77
project-alpha,Cloud Storage,Standard Storage,2025-06-12,2025-06-12,37.94,24.19
project-alpha,BigQuery,Query Processing,2025-06-12,2025-06-12,19.3,34.21
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-12,2025-06-12,21.57,11.09
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-12,2025-06-12,40.11,17.93
project-beta,Compute Engine,n2-standard-4,2025-06-12,2025-06-12,6.38,12.01
project-beta,Cloud Storage,Nearline Storage,2025-06-12,2025-06-12,32.22,39.34
project-beta,BigQuery,Active Storage,2025-06-12,2025-06-12,21.6,11.75
project-beta,Cloud SQL,db-f1-micro,2025-06-12,2025-06-12,45.41,7.29
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-12,2025-06-12,14.52,21.12
project-alpha,Compute Engine,n2-standard-4,2025-06-13,2025-06-13,13.04,13.09
project-alpha,Cloud Storage,Egress,2025-06-13,2025-06-13,19.07,6.95
project-alpha,BigQuery,Query Processing,2025-06-13,2025-06-13,40.19,61.62
project-alpha,Cloud SQL,db-f1-micro,2025-06-13,2025-06-13,24.76,4.28
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-13,2025-06-13,5.0,4.09
project-beta,Compute Engine,e2-standard-2,2025-06-13,2025-06-13,38.56,19.41
project-beta,Cloud Storage,Nearline Storage,2025-06-13,2025-06-13,44.4,38.89
project-beta,BigQuery,Query Processing,2025-06-13,2025-06-13,8.61,16.83
project-beta,Cloud SQL,db-n1-standard-2,2025-06-13,2025-06-13,27.05,48.93
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-13,2025-06-13,16.93,6.62
project-alpha,Compute Engine,n2-standard-4,2025-06-14,2025-06-14,42.2,44.46
project-alpha,Cloud Storage,Standard Storage,2025-06-14,2025-06-14,21.49,34.54
project-alpha,BigQuery,Query Processing,2025-06-14,2025-06-14,2.08,0.57
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-14,2025-06-14,47.53,5.02
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-14,2025-06-14,11.04,15.98
project-beta,Compute Engine,e2-standard-2,2025-06-14,2025-06-14,37.61,47.31
project-beta,Cloud Storage,Egress,2025-06-14,2025-06-14,2.2,3.68
project-beta,BigQuery,Active Storage,2025-06-14,2025-06-14,17.75,7.43
project-beta,Cloud SQL,db-f1-micro,2025-06-14,2025-06-14,46.54,31.16
project-beta,Kubernetes Engine,GKE Nodes,2025-06-14,2025-06-14,9.52,1.79
project-alpha,Compute Engine,n2-highmem-8,2025-06-15,2025-06-15,44.54,74.71
project-alpha,Cloud Storage,Nearline Storage,2025-06-15,2025-06-15,27.51,32.42
project-alpha,BigQuery,Query Processing,2025-06-15,2025-06-15,19.59,5.0
project-alpha,Cloud SQL,db-f1-micro,2025-06-15,2025-06-15,7.79,12.83
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-15,2025-06-15,42.88,44.85
project-beta,Compute Engine,e2-standard-2,2025-06-15,2025-06-15,21.03,16.05
project-beta,Cloud Storage,Nearline Storage,2025-06-15,2025-06-15,41.75,65.62
project-beta,BigQuery,Query Processing,2025-06-15,2025-06-15,41.74,74.34
project-beta,Cloud SQL,db-f1-micro,2025-06-15,2025-06-15,20.52,19.76
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-15,2025-06-15,43.06,81.98
project-alpha,Compute Engine,n2-standard-4,2025-06-16,2025-06-16,3.81,3.71
project-alpha,Cloud Storage,Standard Storage,2025-06-16,2025-06-16,49.29,49.13
project-alpha,BigQuery,Active Storage,2025-06-16,2025-06-16,1.8,3.21
project-alpha,Cloud SQL,db-f1-micro,2025-06-16,2025-06-16,11.9,2.86
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-16,2025-06-16,37.22,22.92
project-beta,Compute Engine,e2-standard-2,2025-06-16,2025-06-16,11.27,8.63
project-beta,Cloud Storage,Nearline Storage,2025-06-16,2025-06-16,27.54,42.57
project-beta,BigQuery,Active Storage,2025-06-16,2025-06-16,28.89,23.56
project-beta,Cloud SQL,db-f1-micro,2025-06-16,2025-06-16,12.18,16.51
project-beta,Kubernetes Engine,GKE Nodes,2025-06-16,2025-06-16,31.55,61.12
project-alpha,Compute Engine,n2-standard-4,2025-06-17,2025-06-17,13.45,20.26
project-alpha,Cloud Storage,Egress,2025-06-17,2025-06-17,47.22,30.08
project-alpha,BigQuery,Query Processing,2025-06-17,2025-06-17,44.03,5.64
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-17,2025-06-17,19.52,37.25
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-17,2025-06-17,48.83,12.14
project-beta,Compute Engine,e2-standard-2,2025-06-17,2025-06-17,21.26,7.24
project-beta,Cloud Storage,Standard Storage,2025-06-17,2025-06-17,9.2,6.62
project-beta,BigQuery,Query Processing,2025-06-17,2025-06-17,3.63,4.57
project-beta,Cloud SQL,db-n1-standard-2,2025-06-17,2025-06-17,41.72,64.53
project-beta,Kubernetes Engine,GKE Nodes,2025-06-17,2025-06-17,31.52,44.72
project-alpha,Compute Engine,n2-highmem-8,2025-06-18,2025-06-18,12.78,21.16
project-alpha,Cloud Storage,Egress,2025-06-18,2025-06-18,20.24,16.72
project-alpha,BigQuery,Active Storage,2025-06-18,2025-06-18,41.35,54.81
project-alpha,Cloud SQL,db-f1-micro,2025-06-18,2025-06-18,42.62,47.38
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-18,2025-06-18,27.63,31.8
project-beta,Compute Engine,n2-highmem-8,2025-06-18,2025-06-18,44.76,35.98
project-beta,Cloud Storage,Standard Storage,2025-06-18,2025-06-18,49.97,19.06
project-beta,BigQuery,Active Storage,2025-06-18,2025-06-18,3.05,5.38
project-beta,Cloud SQL,db-f1-micro,2025-06-18,2025-06-18,44.16,48.44
project-beta,Kubernetes Engine,GKE Nodes,2025-06-18,2025-06-18,36.99,30.64
project-alpha,Compute Engine,e2-standard-2,2025-06-19,2025-06-19,12.02,2.56
project-alpha,Cloud Storage,Egress,2025-06-19,2025-06-19,14.98,8.48
project-alpha,BigQuery,Query Processing,2025-06-19,2025-06-19,13.02,16.82
project-alpha,Cloud SQL,db-f1-micro,2025-06-19,2025-06-19,45.22,78.27
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-19,2025-06-19,13.51,20.35
project-beta,Compute Engine,n2-highmem-8,2025-06-19,2025-06-19,39.78,24.46
project-beta,Cloud Storage,Standard Storage,2025-06-19,2025-06-19,29.95,8.69
project-beta,BigQuery,Active Storage,2025-06-19,2025-06-19,15.1,7.32
project-beta,Cloud SQL,db-n1-standard-2,2025-06-19,2025-06-19,33.14,12.71
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-19,2025-06-19,6.3,12.4
project-alpha,Compute Engine,n2-highmem-8,2025-06-20,2025-06-20,1.47,0.37
project-alpha,Cloud Storage,Egress,2025-06-20,2025-06-20,7.16,8.75
project-alpha,BigQuery,Query Processing,2025-06-20,2025-06-20,12.38,4.47
project-alpha,Cloud SQL,db-f1-micro,2025-06-20,2025-06-20,6.45,1.15
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-20,2025-06-20,5.09,3.46
project-beta,Compute Engine,e2-standard-2,2025-06-20,2025-06-20,7.79,15.32
project-beta,Cloud Storage,Nearline Storage,2025-06-20,2025-06-20,21.57,32.0
project-beta,BigQuery,Query Processing,2025-06-20,2025-06-20,23.83,23.46
project-beta,Cloud SQL,db-f1-micro,2025-06-20,2025-06-20,14.73,6.56
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-20,2025-06-20,15.56,12.5
project-alpha,Compute Engine,n2-standard-4,2025-06-21,2025-06-21,13.16,18.1
project-alpha,Cloud Storage,Nearline Storage,2025-06-21,2025-06-21,22.51,19.79
project-alpha,BigQuery,Query Processing,2025-06-21,2025-06-21,40.61,48.76
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-21,2025-06-21,6.83,1.78
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-21,2025-06-21,18.44,5.53
project-beta,Compute Engine,n2-standard-4,2025-06-21,2025-06-21,33.59,28.7
project-beta,Cloud Storage,Standard Storage,2025-06-21,2025-06-21,21.5,37.59
project-beta,BigQuery,Query Processing,2025-06-21,2025-06-21,48.76,89.04
project-beta,Cloud SQL,db-f1-micro,2025-06-21,2025-06-21,1.3,1.11
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-21,2025-06-21,36.2,67.21
project-alpha,Compute Engine,e2-standard-2,2025-06-22,2025-06-22,37.18,7.39
project-alpha,Cloud Storage,Standard Storage,2025-06-22,2025-06-22,47.07,41.55
project-alpha,BigQuery,Query Processing,2025-06-22,2025-06-22,3.81,4.12
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-22,2025-06-22,31.42,4.19
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-22,2025-06-22,3.82,5.42
project-beta,Compute Engine,n2-highmem-8,2025-06-22,2025-06-22,49.51,49.34
project-beta,Cloud Storage,Egress,2025-06-22,2025-06-22,3.61,2.64
project-beta,BigQuery,Query Processing,2025-06-22,2025-06-22,9.73,1.65
project-beta,Cloud SQL,db-f1-micro,2025-06-22,2025-06-22,7.0,5.14
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-22,2025-06-22,39.22,43.1
project-alpha,Compute Engine,n2-standard-4,2025-06-23,2025-06-23,14.73,23.91
project-alpha,Cloud Storage,Nearline Storage,2025-06-23,2025-06-23,32.5,4.23
project-alpha,BigQuery,Active Storage,2025-06-23,2025-06-23,39.95,63.82
project-alpha,Cloud SQL,db-f1-micro,2025-06-23,2025-06-23,1.39,1.15
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-23,2025-06-23,11.1,14.17
project-beta,Compute Engine,e2-standard-2,2025-06-23,2025-06-23,5.05,6.1
project-beta,Cloud Storage,Egress,2025-06-23,2025-06-23,20.37,34.88
project-beta,BigQuery,Active Storage,2025-06-23,2025-06-23,7.72,8.2
project-beta,Cloud SQL,db-f1-micro,2025-06-23,2025-06-23,49.51,51.14
project-beta,Kubernetes Engine,GKE Nodes,2025-06-23,2025-06-23,17.58,31.11
project-alpha,Compute Engine,n2-highmem-8,2025-06-24,2025-06-24,5.61,2.7
project-alpha,Cloud Storage,Egress,2025-06-24,2025-06-24,10.85,12.84
project-alpha,BigQuery,Active Storage,2025-06-24,2025-06-24,36.63,4.36
project-alpha,Cloud SQL,db-f1-micro,2025-06-24,2025-06-24,41.91,35.73
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-24,2025-06-24,35.62,12.22
project-beta,Compute Engine,n2-standard-4,2025-06-24,2025-06-24,22.96,36.4
project-beta,Cloud Storage,Egress,2025-06-24,2025-06-24,41.77,22.24
project-beta,BigQuery,Query Processing,2025-06-24,2025-06-24,39.71,47.84
project-beta,Cloud SQL,db-n1-standard-2,2025-06-24,2025-06-24,45.07,73.58
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-24,2025-06-24,29.87,23.83
project-alpha,Compute Engine,n2-highmem-8,2025-06-25,2025-06-25,10.14,18.71
project-alpha,Cloud Storage,Standard Storage,2025-06-25,2025-06-25,35.31,27.6
project-alpha,BigQuery,Active Storage,2025-06-25,2025-06-25,24.88,8.55
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-25,2025-06-25,34.42,48.64
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-25,2025-06-25,37.43,56.92
project-beta,Compute Engine,n2-standard-4,2025-06-25,2025-06-25,30.32,6.78
project-beta,Cloud Storage,Egress,2025-06-25,2025-06-25,14.24,8.33
project-beta,BigQuery,Active Storage,2025-06-25,2025-06-25,26.8,28.98
project-beta,Cloud SQL,db-f1-micro,2025-06-25,2025-06-25,8.31,2.34
project-beta,Kubernetes Engine,GKE Nodes,2025-06-25,2025-06-25,30.81,30.94
project-alpha,Compute Engine,n2-standard-4,2025-06-26,2025-06-26,40.27,52.71
project-alpha,Cloud Storage,Egress,2025-06-26,2025-06-26,18.63,11.56
project-alpha,BigQuery,Query Processing,2025-06-26,2025-06-26,22.17,6.08
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-26,2025-06-26,28.09,38.31
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-26,2025-06-26,14.13,27.39
project-beta,Compute Engine,e2-standard-2,2025-06-26,2025-06-26,8.18,15.87
project-beta,Cloud Storage,Egress,2025-06-26,2025-06-26,26.85,42.86
project-beta,BigQuery,Active Storage,2025-06-26,2025-06-26,7.33,3.68
project-beta,Cloud SQL,db-n1-standard-2,2025-06-26,2025-06-26,37.15,14.9
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-26,2025-06-26,10.11,4.85
project-alpha,Compute Engine,n2-standard-4,2025-06-27,2025-06-27,9.92,3.47
project-alpha,Cloud Storage,Egress,2025-06-27,2025-06-27,23.46,2.35
project-alpha,BigQuery,Query Processing,2025-06-27,2025-06-27,38.94,44.56
project-alpha,Cloud SQL,db-f1-micro,2025-06-27,2025-06-27,38.6,4.24
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-27,2025-06-27,14.5,28.52
project-beta,Compute Engine,e2-standard-2,2025-06-27,2025-06-27,10.25,5.97
project-beta,Cloud Storage,Standard Storage,2025-06-27,2025-06-27,38.58,43.77
project-beta,BigQuery,Active Storage,2025-06-27,2025-06-27,24.8,10.24
project-beta,Cloud SQL,db-f1-micro,2025-06-27,2025-06-27,2.72,4.1
project-beta,Kubernetes Engine,GKE Nodes,2025-06-27,2025-06-27,47.14,41.25
project-alpha,Compute Engine,e2-standard-2,2025-06-28,2025-06-28,4.67,5.35
project-alpha,Cloud Storage,Egress,2025-06-28,2025-06-28,39.1,71.57
project-alpha,BigQuery,Query Processing,2025-06-28,2025-06-28,19.68,5.43
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-28,2025-06-28,38.86,19.06
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-28,2025-06-28,49.33,8.06
project-beta,Compute Engine,n2-standard-4,2025-06-28,2025-06-28,34.87,13.51
project-beta,Cloud Storage,Nearline Storage,2025-06-28,2025-06-28,23.94,11.57
project-beta,BigQuery,Active Storage,2025-06-28,2025-06-28,17.77,35.29
project-beta,Cloud SQL,db-f1-micro,2025-06-28,2025-06-28,33.39,39.36
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-28,2025-06-28,11.42,21.09
project-alpha,Compute Engine,n2-standard-4,2025-06-29,2025-06-29,5.02,3.53
project-alpha,Cloud Storage,Nearline Storage,2025-06-29,2025-06-29,32.21,8.35
project-alpha,BigQuery,Active Storage,2025-06-29,2025-06-29,26.14,44.45
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-29,2025-06-29,26.5,40.87
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-29,2025-06-29,3.39,6.07
project-beta,Compute Engine,e2-standard-2,2025-06-29,2025-06-29,23.68,16.22
project-beta,Cloud Storage,Nearline Storage,2025-06-29,2025-06-29,48.83,29.86
project-beta,BigQuery,Active Storage,2025-06-29,2025-06-29,8.34,3.65
project-beta,Cloud SQL,db-f1-micro,2025-06-29,2025-06-29,13.01,21.5
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-29,2025-06-29,30.12,41.93
project-alpha,Compute Engine,n2-highmem-8,2025-06-30,2025-06-30,38.89,17.94
project-alpha,Cloud Storage,Standard Storage,2025-06-30,2025-06-30,20.17,32.65
project-alpha,BigQuery,Active Storage,2025-06-30,2025-06-30,41.51,41.5
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-30,2025-06-30,39.05,26.85
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-30,2025-06-30,4.98,8.53
project-beta,Compute Engine,n2-standard-4,2025-06-30,2025-06-30,36.63,50.33
project-beta,Cloud Storage,Nearline Storage,2025-06-30,2025-06-30,1.49,0.35
project-beta,BigQuery,Active Storage,2025-06-30,2025-06-30,15.82,12.28
project-beta,Cloud SQL,db-n1-standard-2,2025-06-30,2025-06-30,3.86,5.49
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-30,2025-06-30,27.62,37.58
project-alpha,Compute Engine,n2-standard-4,2025-07-01,2025-07-01,44.56,15.26
project-alpha,Cloud Storage,Egress,2025-07-01,2025-07-01,44.32,64.58
project-alpha,BigQuery,Query Processing,2025-07-01,2025-07-01,21.07,38.52
project-alpha,Cloud SQL,db-f1-micro,2025-07-01,2025-07-01,33.21,62.05
project-alpha,Kubernetes Engine,GKE Control Plane,2025-07-01,2025-07-01,45.33,76.43
project-beta,Compute Engine,e2-standard-2,2025-07-01,2025-07-01,9.92,9.62
project-beta,Cloud Storage,Standard Storage,2025-07-01,2025-07-01,38.5,63.85
project-beta,BigQuery,Active Storage,2025-07-01,2025-07-01,16.87,31.19
project-beta,Cloud SQL,db-n1-standard-2,2025-07-01,2025-07-01,9.52,10.92
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-01,2025-07-01,16.17,18.66
project-alpha,Compute Engine,n2-highmem-8,2025-07-02,2025-07-02,26.02,11.19
project-alpha,Cloud Storage,Standard Storage,2025-07-02,2025-07-02,20.82,30.11
project-alpha,BigQuery,Active Storage,2025-07-02,2025-07-02,45.13,70.35
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-02,2025-07-02,13.21,10.67
project-alpha,Kubernetes Engine,GKE Control Plane,2025-07-02,2025-07-02,28.88,42.53
project-beta,Compute Engine,e2-standard-2,2025-07-02,2025-07-02,45.7,27.55
project-beta,Cloud Storage,Nearline Storage,2025-07-02,2025-07-02,42.7,4.56
project-beta,BigQuery,Query Processing,2025-07-02,2025-07-02,33.48,40.46
project-beta,Cloud SQL,db-n1-standard-2,2025-07-02,2025-07-02,15.1,7.22
project-beta,Kubernetes Engine,GKE Nodes,2025-07-02,2025-07-02,39.38,23.97
project-alpha,Compute Engine,n2-standard-4,2025-07-03,2025-07-03,35.97,28.44
project-alpha,Cloud Storage,Nearline Storage,2025-07-03,2025-07-03,36.46,59.15
project-alpha,BigQuery,Query Processing,2025-07-03,2025-07-03,39.42,9.29
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-03,2025-07-03,26.08,48.99
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-03,2025-07-03,23.78,18.15
project-beta,Compute Engine,e2-standard-2,2025-07-03,2025-07-03,25.45,44.2
project-beta,Cloud Storage,Standard Storage,2025-07-03,2025-07-03,28.58,26.51
project-beta,BigQuery,Query Processing,2025-07-03,2025-07-03,33.54,65.67
project-beta,Cloud SQL,db-n1-standard-2,2025-07-03,2025-07-03,47.02,85.63
project-beta,Kubernetes Engine,GKE Nodes,2025-07-03,2025-07-03,41.01,5.99
project-alpha,Compute Engine,e2-standard-2,2025-07-04,2025-07-04,28.14,55.91
project-alpha,Cloud Storage,Egress,2025-07-04,2025-07-04,29.04,4.91
project-alpha,BigQuery,Active Storage,2025-07-04,2025-07-04,42.29,37.4
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-04,2025-07-04,7.91,12.86
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-04,2025-07-04,31.67,27.52
project-beta,Compute Engine,n2-standard-4,2025-07-04,2025-07-04,34.16,21.39
project-beta,Cloud Storage,Standard Storage,2025-07-04,2025-07-04,20.96,34.29
project-beta,BigQuery,Active Storage,2025-07-04,2025-07-04,1.0,0.98
project-beta,Cloud SQL,db-f1-micro,2025-07-04,2025-07-04,32.76,4.69
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-04,2025-07-04,37.67,73.56
project-alpha,Compute Engine,n2-standard-4,2025-07-05,2025-07-05,21.14,29.37
project-alpha,Cloud Storage,Standard Storage,2025-07-05,2025-07-05,29.9,31.31
project-alpha,BigQuery,Query Processing,2025-07-05,2025-07-05,41.49,71.17
project-alpha,Cloud SQL,db-f1-micro,2025-07-05,2025-07-05,11.79,10.75
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-05,2025-07-05,13.21,17.35
project-beta,Compute Engine,n2-highmem-8,2025-07-05,2025-07-05,14.28,3.43
project-beta,Cloud Storage,Standard Storage,2025-07-05,2025-07-05,46.54,69.38
project-beta,BigQuery,Active Storage,2025-07-05,2025-07-05,45.3,39.25
project-beta,Cloud SQL,db-f1-micro,2025-07-05,2025-07-05,30.64,57.28
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-05,2025-07-05,17.78,13.95
project-alpha,Compute Engine,e2-standard-2,2025-07-06,2025-07-06,9.45,14.28
project-alpha,Cloud Storage,Standard Storage,2025-07-06,2025-07-06,25.98,9.81
project-alpha,BigQuery,Query Processing,2025-07-06,2025-07-06,19.38,12.13
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-06,2025-07-06,1.25,0.79
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-06,2025-07-06,42.88,39.07
project-beta,Compute Engine,n2-standard-4,2025-07-06,2025-07-06,43.2,68.55
project-beta,Cloud Storage,Egress,2025-07-06,2025-07-06,24.89,32.61
project-beta,BigQuery,Query Processing,2025-07-06,2025-07-06,12.43,12.55
project-beta,Cloud SQL,db-f1-micro,2025-07-06,2025-07-06,1.32,0.59
project-beta,Kubernetes Engine,GKE Nodes,2025-07-06,2025-07-06,41.76,42.03
project-alpha,Compute Engine,e2-standard-2,2025-07-07,2025-07-07,49.43,79.27
project-alpha,Cloud Storage,Standard Storage,2025-07-07,2025-07-07,37.91,20.15
project-alpha,BigQuery,Active Storage,2025-07-07,2025-07-07,22.42,24.98
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-07,2025-07-07,26.07,3.23
project-alpha,Kubernetes Engine,GKE Control Plane,2025-07-07,2025-07-07,2.48,0.74
project-beta,Compute Engine,e2-standard-2,2025-07-07,2025-07-07,46.76,83.74
project-beta,Cloud Storage,Nearline Storage,2025-07-07,2025-07-07,22.43,18.95
project-beta,BigQuery,Active Storage,2025-07-07,2025-07-07,30.9,13.69
project-beta,Cloud SQL,db-n1-standard-2,2025-07-07,2025-07-07,16.75,32.62
project-beta,Kubernetes Engine,GKE Nodes,2025-07-07,2025-07-07,23.04,31.88
project-alpha,Compute Engine,e2-standard-2,2025-07-08,2025-07-08,21.49,17.24
project-alpha,Cloud Storage,Egress,2025-07-08,2025-07-08,1.74,3.31
project-alpha,BigQuery,Active Storage,2025-07-08,2025-07-08,33.5,48.75
project-alpha,Cloud SQL,db-f1-micro,2025-07-08,2025-07-08,14.78,25.07
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-08,2025-07-08,7.13,12.25
project-beta,Compute Engine,n2-highmem-8,2025-07-08,2025-07-08,12.98,9.79
project-beta,Cloud Storage,Standard Storage,2025-07-08,2025-07-08,40.91,70.86
project-beta,BigQuery,Active Storage,2025-07-08,2025-07-08,49.32,92.98
